TimeSlot,mMTC_BW,URLLC_BW,eMBB_BW,mMTC_CPU,URLLC_CPU,eMBB_CPU,mMTC_MEM,URLLC_MEM,eMBB_MEM
37,158.692542650557,193.957552128459,647.349905220985,15.8692542650557,19.3957552128458,64.7349905220985,15.8692542650557,19.3957552128458,64.7349905220985
38,136.395839419751,190.483844706893,673.120315873357,13.6395839419751,19.0483844706893,67.3120315873357,13.6395839419751,19.0483844706893,67.3120315873357
39,145.991065261953,225.454556480484,628.554378257564,14.5991065261953,22.5454556480484,62.8554378257564,14.5991065261953,22.5454556480484,62.8554378257564
40,115.00718820362,207.754920625894,677.237891170485,11.500718820362,20.7754920625894,67.7237891170485,11.500718820362,20.7754920625894,67.7237891170485
41,109.294644571829,197.497340191199,693.208015236972,10.9294644571829,19.7497340191199,69.3208015236972,10.9294644571829,19.7497340191199,69.3208015236972
42,102.834789714534,152.415849041184,744.749361244282,10.2834789714534,15.2415849041184,74.4749361244282,10.2834789714534,15.2415849041184,74.4749361244282
43,89.7300960651649,179.46019213033,730.809711804505,8.97300960651649,17.946019213033,73.0809711804505,8.97300960651649,17.946019213033,73.0809711804505
44,110.314649533812,169.714845436633,719.970505029555,11.0314649533812,16.9714845436633,71.9970505029555,11.0314649533812,16.9714845436633,71.9970505029555
45,112.409732460611,202.337518429099,685.25274911029,11.2409732460611,20.2337518429099,68.525274911029,11.2409732460611,20.2337518429099,68.525274911029
46,99.4614271855711,217.96865957689,682.569913237539,9.94614271855711,21.796865957689,68.2569913237539,9.94614271855711,21.796865957689,68.2569913237539
47,189.50679986556,219.82788784405,590.665312290389,18.950679986556,21.982788784405,59.0665312290389,18.950679986556,21.982788784405,59.0665312290389
48,193.682587160024,307.613520783567,498.703892056409,19.3682587160024,30.7613520783567,49.8703892056409,19.3682587160024,30.7613520783567,49.8703892056409
49,196.377017819621,213.704401744882,589.918580435496,19.6377017819621,21.3704401744882,58.9918580435496,19.6377017819621,21.3704401744882,58.9918580435496
50,222.368482110298,0,777.631517889702,22.2368482110298,0,77.7631517889702,22.2368482110298,0,77.7631517889702
51,181.262618377838,0,818.737381622162,18.1262618377838,0,81.8737381622162,18.1262618377838,0,81.8737381622162
52,218.225718237148,0,781.774281762852,21.8225718237148,0,78.1774281762852,21.8225718237148,0,78.1774281762852
53,169.387995146587,0,830.612004853413,16.9387995146587,0,83.0612004853413,16.9387995146587,0,83.0612004853413
54,180.900769171998,0,819.099230828002,18.0900769171998,0,81.9099230828002,18.0900769171998,0,81.9099230828002
55,241.820041690256,0,758.179958309744,24.1820041690256,0,75.8179958309744,24.1820041690256,0,75.8179958309744
56,237.886341926997,0,762.113658073003,23.7886341926997,0,76.2113658073003,23.7886341926997,0,76.2113658073003
57,283.173048604316,0,716.826951395684,28.3173048604316,0,71.6826951395684,28.3173048604316,0,71.6826951395684
58,311.449031492487,0,688.550968507513,31.1449031492487,0,68.8550968507513,31.1449031492487,0,68.8550968507513
59,302.189128043635,0,697.810871956365,30.2189128043635,0,69.7810871956364,30.2189128043635,0,69.7810871956364
60,325.138722302238,0,674.861277697762,32.5138722302238,0,67.4861277697762,32.5138722302238,0,67.4861277697762
61,261.738377352656,0,738.261622647344,26.1738377352656,0,73.8261622647344,26.1738377352656,0,73.8261622647344
62,247.350880799876,287.049170310967,465.599948889156,24.7350880799876,28.7049170310967,46.5599948889156,24.7350880799876,28.7049170310967,46.5599948889156
